Service,CostCentre,Spend Type,Amount
Sport & Leisure Management DSO,Halifax Pool,Employee Costs,247470.0
Sport & Leisure Management DSO,Halifax Pool,Premise Related,227920.0
Sport & Leisure Management DSO,Halifax Pool,Premise Related,300.0
Sport & Leisure Management DSO,Halifax Pool,Supplies and Services,57120.0
Sport & Leisure Management DSO,Halifax Pool,Support Service Recharges Expenditure,348750.0
Sport & Leisure Management DSO,Halifax Pool,Depreciation Charges and Revenue contribution to Capital,663800.0
Sport & Leisure Management DSO,Todmorden Sports Centre,Employee Costs,54430.0
Sport & Leisure Management DSO,Todmorden Sports Centre,Employee Costs,568408.0
Sport & Leisure Management DSO,Todmorden Sports Centre,Premise Related,207260.0
Sport & Leisure Management DSO,Todmorden Sports Centre,Supplies and Services,53276.0
Sport & Leisure Management DSO,Todmorden Sports Centre,Support Service Recharges Expenditure,289750.0
Sport & Leisure Management DSO,Todmorden Sports Centre,Depreciation Charges and Revenue contribution to Capital,103040.0
Sport & Leisure Management DSO,North Bridge Leisure Centre,Employee Costs,51740.0
Sport & Leisure Management DSO,North Bridge Leisure Centre,Employee Costs,541889.0
Sport & Leisure Management DSO,North Bridge Leisure Centre,Premise Related,188995.0
Sport & Leisure Management DSO,North Bridge Leisure Centre,Supplies and Services,51841.0
Sport & Leisure Management DSO,North Bridge Leisure Centre,Support Service Recharges Expenditure,239820.0
Sport & Leisure Management DSO,North Bridge Leisure Centre,Depreciation Charges and Revenue contribution to Capital,629000.0
Sport & Leisure Management DSO,Mixenden Activity Centre,Employee Costs,32810.0
Sport & Leisure Management DSO,Mixenden Activity Centre,Employee Costs,204151.0
Sport & Leisure Management DSO,Mixenden Activity Centre,Premise Related,16440.0
Sport & Leisure Management DSO,Mixenden Activity Centre,Transport Related,1300.0
Sport & Leisure Management DSO,Mixenden Activity Centre,Supplies and Services,30750.0
Sport & Leisure Management DSO,Mixenden Activity Centre,Support Service Recharges Expenditure,70350.0
Sport & Leisure Management DSO,Central Costs,Employee Costs,30440.0
Sport & Leisure Management DSO,Central Costs,Employee Costs,229304.0
Sport & Leisure Management DSO,Central Costs,Transport Related,1600.0
Sport & Leisure Management DSO,Central Costs,Supplies and Services,77936.0
Sport & Leisure Management DSO,Central Costs,Support Service Recharges Expenditure,760490.0
Sport & Leisure Management DSO,Better Living Team,Employee Costs,2210.0
Sport & Leisure Management DSO,Better Living Team,Support Service Recharges Expenditure,64280.0
Sport & Leisure Management DSO,The Shay Stadium,Employee Costs,23960.0
Sport & Leisure Management DSO,The Shay Stadium,Employee Costs,197395.0
Sport & Leisure Management DSO,The Shay Stadium,Premise Related,133550.0
Sport & Leisure Management DSO,The Shay Stadium,Premise Related,28850.0
Sport & Leisure Management DSO,The Shay Stadium,Transport Related,100.0
Sport & Leisure Management DSO,The Shay Stadium,Transport Related,5010.0
Sport & Leisure Management DSO,The Shay Stadium,Supplies and Services,13140.0
Sport & Leisure Management DSO,The Shay Stadium,Support Service Recharges Expenditure,285290.0
Sport & Leisure Management DSO,The Shay Stadium,Depreciation Charges and Revenue contribution to Capital,941300.0
Environmental Services,Department Wide Costs,Support Service Recharges Expenditure,89240.0
Environmental Services,Pest Control Services (Trading A/C),Employee Costs,11730.0
Environmental Services,Pest Control Services (Trading A/C),Employee Costs,61710.0
Environmental Services,Pest Control Services (Trading A/C),Supplies and Services,2670.0
Environmental Services,Pest Control Services (Trading A/C),Support Service Recharges Expenditure,185610.0
Environmental Services,Waste Mgt - Refuse Contract Collection,Large Contract Areas,7017455.0
Environmental Services,Waste Mgt - Land Management,Employee Costs,5950.0
Environmental Services,Waste Mgt - Land Management,Employee Costs,26710.0
Environmental Services,Waste Mgt - Land Management,Premise Related,3120.0
Environmental Services,Waste Mgt - Land Management,Transport Related,560.0
Environmental Services,Waste Mgt - Land Management,Supplies and Services,47440.0
Environmental Services,Waste Mgt - Land Management,Depreciation Charges and Revenue contribution to Capital,2860.0
Environmental Services,Waste Mgt - Recycling,Employee Costs,3040.0
Environmental Services,Waste Mgt - Recycling,Employee Costs,29970.0
Environmental Services,Waste Mgt - Recycling,Transport Related,580.0
Environmental Services,Waste Mgt - Recycling,Supplies and Services,9800.0
Environmental Services,Waste Mgt - Recycling,Large Contract Areas,3170.0
Environmental Services,Waste Mgt - Recycling,Support Service Recharges Expenditure,26310.0
Environmental Services,Waste Mgt - Collection (Monitoring/Admin/Mgt),Employee Costs,11840.0
Environmental Services,Waste Mgt - Collection (Monitoring/Admin/Mgt),Employee Costs,72720.0
Environmental Services,Waste Mgt - Collection (Monitoring/Admin/Mgt),Supplies and Services,150.0
Environmental Services,Waste Mgt - Collection (Monitoring/Admin/Mgt),Support Service Recharges Expenditure,528600.0
Environmental Services,Waste Mgt - Collection (Monitoring/Admin/Mgt),Depreciation Charges and Revenue contribution to Capital,33790.0
Environmental Services,Waste Mgt - Client Disposal,Employee Costs,17070.0
Environmental Services,Waste Mgt - Client Disposal,Employee Costs,133645.0
Environmental Services,Waste Mgt - Client Disposal,Transport Related,740.0
Environmental Services,Waste Mgt - Client Disposal,Supplies and Services,130190.0
Environmental Services,Waste Mgt - Client Disposal,Large Contract Areas,4532280.0
Environmental Services,Waste Mgt - Client Disposal,Support Service Recharges Expenditure,4630.0
Environmental Services,Waste Awareness Team,Employee Costs,9690.0
Environmental Services,Waste Awareness Team,Employee Costs,121290.0
Environmental Services,Waste Awareness Team,Premise Related,500.0
Environmental Services,Waste Awareness Team,Transport Related,2590.0
Environmental Services,Waste Awareness Team,Supplies and Services,640.0
Environmental Services,Waste Awareness Team,Support Service Recharges Expenditure,150.0
Environmental Services,House Waste Recycling Sites,Supplies and Services,15000.0
Environmental Services,House Waste Recycling Sites,Depreciation Charges and Revenue contribution to Capital,13660.0
Insurance,Insurance,Employee Related,126109.0
Insurance,Insurance,Premise Related,194960.0
Insurance,Insurance,Transport Related,146600.0
Insurance,Insurance,Supplies and Services,1030386.0
Non Distributed Costs,Non Distributed Costs,Support Service Recharges Expenditure,269100.0
Medium Term Financial Strategy Control A/C,2007/08 onwards,Supplies and Services,678019.0
Medium Term Financial Strategy Control A/C,2007/08 onwards,"Grants, Contributions, Other Income ",40412.0
Medium Term Financial Strategy Control A/C,2012/13 onwards,Employee Costs,782090.0
Medium Term Financial Strategy Control A/C,2012/13 onwards,Supplies and Services,2577134.0
Medium Term Financial Strategy Control A/C,2012/13 onwards,Large Contract Areas,3962722.0
Medium Term Financial Strategy Control A/C,Covid 19 Contingencies,Supplies and Services,1000000.0
Medium Term Financial Strategy Control A/C,Covid 19 Contingencies,Large Contract Areas,500000.0
Medium Term Financial Strategy Control A/C,Covid 19 Contingencies,"Grants, Contributions, Other Income ",1900000.0
Early Retirement Equalisation Account,Holding Account,Employee Related,95560.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
